movieId,title,genres,tmdbid,overview,production_countries,runtime,spoken_languages,vote_average,vote_count
580,Princess Caraboo (1994),Drama,37345,"Bristol, England, early 19th century. A beautiful young stranger who speaks a weird language is tried for the crime of begging. But when a man claims that he can translate her dialect, it is understood that the woman is a princess from a far away land. She is then welcomed by a family of haughty aristocrats that only wants to heighten their prestige. However, the local reporter is not at all convinced she is what she claims to be and investigates. Is Caraboo really a princess?","United Kingdom,United States of America",97,English,5.4,24
581,"Celluloid Closet, The (1995)",Documentary,32562,"What ""That's Entertainment"" did for movie musicals, ""The Celluloid Closet"" does for Hollywood homosexuality, as this exuberant, eye-opening movie serves up a dazzling hundred-year history of the role of gay men and lesbians have had on the silver screen.  Lily Tomlin narrates as Oscar-winning moviemaker Rob Epstein (""The Times of Harvey Milk"" and ""Common Threads: Stories from the Quilt"") and Jeffrey Friedman assemble fabulous footage from 120 films showing the changing face of cinema sexuality, from cruel stereotypes to covert love to the activist triumphs of the 1990s. Tom Hanks, Susan Sarandon, Whoopi Goldberg, Tony Curtis, Harvey Fierstein and Gore Vidal are just a few of the many actors, writers and commentators who provide funny and insightful anecdotes.","France,Germany,United Kingdom,United States of America",102,"Deutsch,English",7.1,98
582,Métisse (Café au Lait) (1993),"Comedy,Drama",47507,"Lola is pregnant, and she isn’t sure who the father is: Félix, a Jewish delivery boy, or Jamal, a black law student.","France,Belgium",94,Français,6.1,34
583,Dear Diary (Caro Diario) (1994),"Comedy,Drama",25403,"Nanni Moretti recalls in his diary three slice of life stories characterized by a sharply ironic look: in the first one he wanders through a deserted Rome, in the second he visits a reclusive friend on an island, and in the last he has to grapple with an unknown illness.","France,Italy",101,"普通话,English,Italiano",7.4,463
584,I Don't Want to Talk About It (De eso no se habla) (1993),"Drama,Romance",124304,"In an Argentine village in the 1930s, the willful Leonor discovers that her beloved daughter, Charlotte, has dwarfism. Attempting to let her have as normal a childhood as possible, Leonor never discusses Charlotte's lack of stature, nor lets anyone else in the village ever mention it. As Charlotte grows up into a smart and self-possessed young woman, local eccentric Ludovico, who collects miniatures, becomes smitten with her.","Argentina,Italy",106,Español,6.0,8
585,"Brady Bunch Movie, The (1995)",Comedy,9066,"The original '70s TV family is now placed in the 1990s, where they're even more square and out of place than ever.",United States of America,89,English,6.1,283
586,Home Alone (1990),"Children,Comedy",771,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.",United States of America,103,"English,Français",7.4,11115
587,Ghost (1990),"Comedy,Drama,Fantasy,Romance,Thriller",251,"Even though Sam Wheat, the successful investment counsellor, still finds it difficult to express his deeper feelings for her after all these years, his young potter girlfriend, Molly Jensen, is the love of his life. However, a curious case of a systematic discrepancy will prepare the ground for a hideous urban homicide in one of Manhattan's dark alleys, trapping, seemingly forever, the unfortunate deceased's immortal soul in the realm of the mortals. With the condemned spirit unable to interact with the physical world--and as Molly's life, too, is in grave danger--Sam will have to turn to the spiritual medium, Oda Mae Brown, to warn and protect her. Can Oda and the ghost settle the unfinished business in time?",United States of America,127,English,7.2,5485
588,Aladdin (1992),"Adventure,Animation,Children,Comedy,Musical",812,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street urchin Aladdin. The couple falls in love, although Jasmine may only marry a prince. After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",United States of America,95,English,7.7,11153
589,Terminator 2: Judgment Day (1991),"Action,Sci-Fi",280,"Set ten years after the events of the original, James Cameron’s classic sci-fi action flick tells the story of a second attempt to get the rid of rebellion leader John Connor, this time targeting the boy himself. However, the rebellion has sent a reprogrammed terminator to protect Connor.","France,United States of America",137,"English,Español",8.1,12755
590,Dances with Wolves (1990),"Adventure,Drama,Western",581,"Wounded Civil War soldier John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.","United Kingdom,United States of America",181,English,7.8,4174
591,Tough and Deadly (1995),"Action,Drama,Thriller",80350,A private eye helps an amnesiac CIA agent elude mobsters who don't want him to regain his memory of their drug operation.,United States of America,92,English,5.3,20
592,Batman (1989),"Action,Crime,Thriller",268,"Batman must face his most ruthless nemesis when a deformed madman calling himself ""The Joker"" seizes control of Gotham's criminal underworld.",United States of America,126,"English,Français",7.2,7738
593,"Silence of the Lambs, The (1991)","Crime,Horror,Thriller",274,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",United States of America,119,English,8.3,16140
594,Snow White and the Seven Dwarfs (1937),"Animation,Children,Drama,Fantasy,Musical",408,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",United States of America,83,English,7.1,7328
595,Beauty and the Beast (1991),"Animation,Children,Fantasy,Musical,Romance,IMAX",10020,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",United States of America,84,"Français,English",7.7,9836
596,Pinocchio (1940),"Animation,Children,Fantasy,Musical",10895,A little wooden puppet yearns to become a real boy.,United States of America,88,English,7.1,5782
